nm_place,type_place
红星农场·撒欢儿CAMP,其他休闲场馆
红星美凯龙时尚家居设计博览中心,写字楼
红星猎户座缤纷营地,其他户外景区
红星集体农庄阳光体验园,其他休闲场馆
红星集体农庄,其他休闲场馆
红星画廊,画廊
红星光源工业园区,产业园区
红星电影世界(北京新光界LUXE巨幕店),电影院
红星电影世界(北京通州LUXE巨幕店),电影院
红星大厦,写字楼
红星茶楼,酒吧茶馆
红星草莓生态采摘园,其他休闲场馆
红像馆北京亦庄咖啡主题店,咖啡厅
红香酥梨明云采摘园,其他休闲场馆
红霞影剧院北院,剧场
红霞影剧院,剧场
红舞馨(亚运村店),其他休闲场馆
红通社小记者活动站,其他休闲场馆
红鹈鹕现磨咖啡(中关村医院店),咖啡厅
红鹈鹕现磨咖啡,咖啡厅
红桃十健身工作室,其他体育场馆
红太阳法牛俱乐部,体育俱乐部
红太阳度假山庄,其他休闲场馆
红塔礼堂,音乐厅
红松果运动中心·蹦床公园·篮球公园,其他休闲场馆
红松果运动中心,其他体育场馆
红松果篮球公园,其他体育场馆
红顺休闲农庄葡萄采摘园,其他休闲场馆
红墅文化产业园(广渠路),产业园区
红书廊,书店
红食文化创意园,产业园区
红石coffee&tea,咖啡厅
红十字文化广场,城市广场
红十字会卫生救护培训中心分中心,培训机构
红绳运动馆,其他体育场馆
红升农家院,其他休闲场馆
红杉树体验馆,其他休闲场馆
红杉多玛瑜伽生活馆,其他体育场馆
红山游园,游园
红山会私人健身教练工作室(广外店),其他体育场馆
红色之旅农家院,其他休闲场馆
红色之爱苹果种植园,其他休闲场馆
红色童年文化艺术中心,其他休闲场馆
红色书店(隆福家园静安里小区店),书店
红色闪电少儿篮球馆,其他体育场馆
红色龙湾双创基地,产业园区
红色空间,
红色记忆书屋,书店
红色背篓纪念馆,纪念馆
红三房画廊,画廊
红日升家政母婴产康中心,其他休闲场馆
红人运动俱乐部-羽毛球馆,体育俱乐部
红人运动俱乐部-网球馆,体育俱乐部
红人运动俱乐部·健身馆,体育俱乐部
红人运动俱乐部,体育俱乐部
红人棒球馆,其他体育场馆
红群采摘基地,其他休闲场馆
红庆草莓采摘园,其他休闲场馆
红桥文创园,产业园区
红桥市场非遗传播孵化园,产业园区
红桥市场(天坛东路店),集市市场
红墙空间画廊,画廊
红墙茶室,酒吧茶馆
红旗广场,城市广场
红苹果庄园草莓采摘,其他休闲场馆
红苹果幼儿艺术培训中心,培训机构
红苹果台球,其他体育场馆
红苹果采摘园,其他休闲场馆
红泥乐农场,其他休闲场馆
红泥沟村文化中心广场,城市广场
红木林小区南区老年广场,城市广场
红木林南区广场,城市广场
红木林北区广场,城市广场
红魔盛威运动中心,培训机构
红魔盛威轮滑运动中心,其他体育场馆
红磨坊主题轰趴馆,其他休闲场馆
红磨坊·咖啡&啤酒·轰趴馆,其他休闲场馆
红门霞栖公园,游园
红门佳荫公园,游园
红门画廊,画廊
红门画廊,画廊
红门川湿地公园,自然（类）公园
红梅康养休闲小院,其他休闲场馆
红玫瑰白玫瑰现代美术,
红漫沉浸式体验馆,其他休闲场馆
红螺镇村文化活动室,其他休闲场馆
红螺寺景区,其他户外景区
红螺书院,其他休闲场馆
红螺山庄-游泳池,其他体育场馆
红螺山庄-台球,其他体育场馆
红螺山庄-篮球,其他体育场馆
红螺山庄-歌舞厅,其他休闲场馆
红螺龙泉垂钓园,其他休闲场馆
红螺湖度假村,其他休闲场馆
红螺采摘园,其他休闲场馆
红栌银山国际汽车宿营地,其他休闲场馆
红栌温泉山庄-游泳馆,其他体育场馆
红栌温泉山庄酒店-台球,其他体育场馆
红栌温泉山庄酒店-室外足球,其他体育场馆
红栌山庄茶舍,酒吧茶馆
红炉运动串吧酒吧,酒吧茶馆
红楼吕氏樱桃庄园,其他休闲场馆
红楼公共藏书楼(共享书店),其他休闲场馆
红楼公共藏书楼,图书馆
红领巾足球场,其他体育场馆
红领巾之歌主题广场,城市广场
红领巾公园-游泳场,其他体育场馆
红领巾公园乒乓乐园,其他体育场馆
红领巾公园篮球场,其他体育场馆
红领巾公园-健身区,其他体育场馆
红领巾公园-海之梦广场,城市广场
红林村村西蓄水池公园,生态公园
红林采摘园,其他休闲场馆
红林FOREST酒吧·聚会·剧本杀,其他休闲场馆
红林FOREST,其他休闲场馆
红莲书店,书店
红莲市场,集市市场
红鲤鱼桌游,其他休闲场馆
红蕾农家乐旅游观光园,其他休闲场馆
红卡咖啡(尚8里文创园店),咖啡厅
红卡咖啡,咖啡厅
红剧场(崇文工人文化宫),剧场
红剧场,剧场
红酒之家(青年路店),酒吧茶馆
红酒雪茄咖啡豆,咖啡厅
红酒屋北京体验中心,酒吧茶馆
红井路,其他户外景区
红金龙国际企业港,产业园区
红姐果园京白梨采摘,其他休闲场馆
红角拳击健身俱乐部(广渠门店),体育俱乐部
红健跆拳道,其他体育场馆
红黄蓝国际幼儿园,学校
红壶相声社·盛玺茶苑店,剧场
红壶相声社·精品相声大会-通州万达广场店,其他演出场馆
红壶相声社 同乐园剧场,其他演出场馆
红壶相声社,剧场
红红朱砂,其他休闲场馆
红黑骑士足球俱乐部万芳亭校区,体育俱乐部
红黑骑士足球俱乐部(知春路校区),体育俱乐部
红黑骑士足球俱乐部(文创园校区),体育俱乐部
红黑骑士足球俱乐部(田村校区),体育俱乐部
红黑骑士足球俱乐部(天元公园校区),体育俱乐部
红黑骑士足球俱乐部(天坛校区),体育俱乐部
红黑骑士足球俱乐部(绿橙校区),体育俱乐部
红黑骑士足球俱乐部(奥体中心校区),体育俱乐部
红黑骑士青少年足球俱乐部(西城区),体育俱乐部
红馆·87轰趴团建拓展年会聚会,其他休闲场馆
红歌广场,城市广场
红歌大舞台,剧场
红福大樱桃采摘,其他休闲场馆
红枫湖温泉酒店,酒店
红枫湖高尔夫俱乐部,体育俱乐部
红枫湖,其他体育场馆
红风汇当代艺术空间,
红方篮球馆,其他体育场馆
红豆居家,综合商场
红都台球厅,其他体育场馆
红都市场,集市市场
红都工业园,产业园区
红鼎艺术,其他休闲场馆
红鼎画廊,画廊
红店,产业园区
红点星空软件园剧场,剧场
红点咖啡,咖啡厅
红点剧场,剧场
红德利市场,集市市场
红窗咖啡(门头沟区龙山家园),咖啡厅
红场艺术博览中心,艺术中心
红草莓采摘园,其他休闲场馆
红仓文化创意园,产业园区
红宾生态樱桃园,其他休闲场馆
红T艺术,
红 bar,酒吧茶馆
弘宗跆拳道,其他体育场馆
弘正武道,其他体育场馆
弘韵天成.茶道馆,酒吧茶馆
弘院庄园,其他休闲场馆
弘源·总部广场,产业园区
弘源·新时代,产业园区
弘宇网咖棋牌室,其他休闲场馆
弘娅茶庄,酒吧茶馆
弘翔乒乓球馆,其他体育场馆
弘翔啷樟职乒乓球馆(上地店),其他体育场馆
弘祥文化产业园,产业园区
弘祥文化,产业园区
弘祥1979文化创意产业园,产业园区
弘武格斗,其他体育场馆
弘武博击(第二分店),其他体育场馆
弘舍·清原,酒吧茶馆
弘尚跆拳道(sunnytown店),其他体育场馆
弘尚跆拳道,其他体育场馆
弘尚国仁跆拳道馆,其他体育场馆
弘善玉文化中心,其他休闲场馆
弘善旧货市场,集市市场
弘善城市休闲公园,社区公园
弘仁源书屋,书店
弘仁文化广场,城市广场
弘茗轩茶馆茶艺棋牌,其他休闲场馆
弘陆体育羽毛球馆,其他体育场馆
弘利苑大厦,酒店
弘康采摘园,其他休闲场馆
弘道书馆,其他休闲场馆
弘大源泰樱桃采摘园,其他休闲场馆
弘大羽毛球馆,其他体育场馆
弘大游泳健身,其他体育场馆
弘大体育健身俱乐部,体育俱乐部
弘承跆拳道,其他体育场馆
哄啪·多主题轰趴秀场,其他休闲场馆
轰趴桌游,其他休闲场馆
轰趴体验馆,其他休闲场馆
衡星科宇电脑技术培训中心,培训机构
横野Fitness club健身会所(高碑店),其他体育场馆
横行狼人杀桌游俱乐部,体育俱乐部
横山大观·sake bar,酒吧茶馆
横桥生态农业基地,其他休闲场馆
横店电影城(王府井店),电影院
恒运茶馆棋牌(沙河店),其他休闲场馆
恒越跆拳道武术馆(顺义城区),其他体育场馆
恒远昌盛文创园,产业园区
恒源祥文化艺术中心,其他休闲场馆
恒源商厦,综合商场
恒源利泰商贸城,综合商场
恒元福商业大厦,综合商场
恒元福商业大厦,综合商场
恒毅体育-超越篮球俱乐部绿创校区,体育俱乐部
恒毅博乒乓球俱乐部,体育俱乐部
恒义通宝购物中心,综合商场
恒义通宝购物中心,综合商场
恒业影城北京IMAX店,电影院
恒雅工长俱乐部,体育俱乐部
恒兴国泰·科技园,产业园区
恒星羽毛球俱乐部培训中心,培训机构
恒星台球俱乐部(北京市大兴区人民医院科教急诊楼西南)(暂停营业),体育俱乐部
恒星乒乓,其他体育场馆
恒星宝贝儿童运动馆,其他体育场馆
恒信东方文化创意产业园,产业园区
恒武跆拳道,其他体育场馆
恒温游泳,其他体育场馆
恒威体育俱乐部,体育俱乐部
恒通国际商务园零秒足球,其他体育场馆
恒通国际商务园B6栋,产业园区
恒通国际商务园B5栋,产业园区
恒通国际商务园B53栋,产业园区
恒通国际商务园B52栋,产业园区
恒通国际商务园B51栋,产业园区
恒通国际商务园B50栋,产业园区
恒通国际商务园B30栋,产业园区
恒通国际商务园B23A座,产业园区
恒通国际商务园B10,产业园区
恒通国际商务园B1,产业园区
恒通国际商务园,产业园区
恒通国际创新园-足球场,其他体育场馆
恒通国际创新园-羽毛球馆,其他体育场馆
恒通国际创新园-篮球场,其他体育场馆
恒通国际创新园-C14,产业园区
恒通国际创新园C12号楼,产业园区
恒通国际创新园,产业园区
恒天盛达草莓园,其他休闲场馆
恒天和大厦,写字楼
恒泰智电玩城,其他休闲场馆
恒松园游泳馆,其他体育场馆
恒盛创业园,产业园区
恒盛·索维娅国际酒庄,酒吧茶馆
恒生超级批发市场,集市市场
恒杉跆拳道体能馆,其他体育场馆
恒润公园,社区公园
恒瑞华翠购物中心,综合商场
恒瑞华翠购物中心,综合商场
恒美瑜伽普拉提(长安店),其他体育场馆
恒美瑜伽密雅花艺,其他体育场馆
恒美瑜伽,其他体育场馆
恒乐游泳健身(枣园店),其他体育场馆
恒乐游泳健身,其他体育场馆
恒基中心,综合商场
恒基中心,综合商场
恒基商城(建国门内大街店),综合商场
恒晖珠宝园,产业园区
恒晖伟业投资有限公司国际珠宝工业园,产业园区
恒华国际影城(顺义店),电影院
恒华国际商务中心,写字楼
恒和咖啡厅(明阳国际中心店),咖啡厅
恒贯汇通培训中心,培训机构
恒富中街,
恒富标书制作(东城区店),书店
恒发调味屋,集市市场
恒大嘉凯影城(华府店),电影院
恒大嘉凯影城,电影院
恒大国际广场,综合商场
恒川广场,城市广场
恒奥咖啡厅,咖啡厅
恒·瑜伽,其他体育场馆
哼哼佳佳托管中心,培训机构
亨通百货,综合商场
亨大精酿啤酒,酒吧茶馆
很文意甜品DIY蛋糕,其他休闲场馆
嘿娱台球俱乐部,体育俱乐部
嘿慢吧实景动作密室逃脱轰趴馆(昌平店),其他休闲场馆
嘿瓜园,其他休闲场馆
嘿粉娃娃(阳光新城市广场店),其他休闲场馆
嘿·吧嗒嘴,酒吧茶馆
黑钻剧场,剧场
黑庄户乡中科阳光足球基地,其他体育场馆
黑庄户工业园,产业园区
黑庄户地区足球青训基地,其他体育场馆
黑庄户地区综合文化中心,文化活动中心（街道）
黑珍珠樱桃采摘,其他休闲场馆
黑寨水库,其他休闲场馆
黑羽羽毛球俱乐部,体育俱乐部
黑影轮滑俱乐部,体育俱乐部
黑鹰野战基地,其他体育场馆
黑雾沉浸式推理剧场,剧场
黑坨山,其他户外景区
黑兔子空间桌游派对,其他休闲场馆
黑兔子空间桌游派对,其他休闲场馆
黑兔子空间桌游派对,其他休闲场馆
黑天鹅假日别墅(香堂亚马逊店),其他休闲场馆
黑天鹅红酒会所(王府花园店),其他休闲场馆
黑天鹅别墅聚会(桂园店),其他休闲场馆
黑桃吧乔氏台球俱乐部,体育俱乐部
黑桃K台球,其他体育场馆
黑桃k8台球,其他休闲场馆
黑桃J剧本推理社(合生汇店),其他休闲场馆
黑桃A推理社·血染钟楼·剧本杀,其他休闲场馆
黑桃A密室逃脱,其他休闲场馆
黑桃8台球俱乐部(龙锦三街),体育俱乐部
黑糖盒子艺术中心,艺术中心
黑太阳,酒吧茶馆
黑塔公园羽毛球场,其他体育场馆
黑舍 Black House,酒吧茶馆
黑山寨,其他户外景区
黑山公园,社区公园
黑山安置房公园,游园
黑色经典长沙臭豆腐路劲广场(路劲世界广场店),综合商场
黑桥艺术区,
黑桥美术馆,
黑桥二道八号院内湖边窄巷,
黑桥村,
黑桥菜市场,
黑桥OFF空间,
黑骑士球员俱乐部,体育俱乐部
黑崎剧本-学院派-二次元株式会社(丽泽天街店),其他休闲场馆
黑七九私教工作室,其他体育场馆
黑诺雅咖啡(建金大厦店),咖啡厅
黑诺coffee,咖啡厅
黑眸探案社,其他休闲场馆
黑魔方桌游吧·剧本杀·血染钟楼,其他休闲场馆
黑妹东方舞,其他体育场馆
黑蔓精酿小酒馆,酒吧茶馆
黑曼巴健身工作室,其他体育场馆
黑曼8乔氏台球俱乐部,体育俱乐部
黑马学院,培训机构
黑马健身工作室,其他体育场馆
黑马健身,其他体育场馆
黑龙潭依山农家院,其他休闲场馆
黑龙潭美味渔家农家院,其他休闲场馆
黑龙潭景区,自然（类）公园
黑龙潭,其他户外景区
黑空间,
黑科技健身,其他体育场馆
黑镜•超级密室(西局店),其他休闲场馆
黑镜•超级密室(国瑞城店),其他休闲场馆
黑荆棘·剧情游戏·交友Club,其他休闲场馆
黑金艺术沉浸式剧场,其他休闲场馆
黑胶世界创意音乐书店,书店
黑胶唱片JOYBEER精酿啤酒生活馆,酒吧茶馆
黑虎搏击(丽都店),其他体育场馆
黑虎搏击,其他体育场馆
黑湖台球俱乐部(顺义店),体育俱乐部
黑湖台球俱乐部(世纪广场店),体育俱乐部
黑公爵Conde Lounge,酒吧茶馆
黑帆普拉提生活馆,其他体育场馆
黑帆健身私教工作室(国奥店),其他体育场馆
黑帆健身超级工作室(上地店),其他体育场馆
黑帆健身·普拉提生活馆(星泰中心店),其他体育场馆
黑帆健身(朝外旗舰店),其他体育场馆
黑蝶游戏体验馆·PS5·Switch·桌游,其他休闲场馆
黑店Café & Bar,酒吧茶馆
黑地庄园(粉房琉璃街店),其他休闲场馆
黑带萌虎跆拳道,其他体育场馆
黑带领秀运动馆,其他体育场馆
黑刺猬俱乐部,体育俱乐部
黑创健身房,其他体育场馆
黑布怪园沉浸式密室,其他休闲场馆
黑豹机车俱乐部,体育俱乐部
黑白喵沉浸式实景演绎推理社,其他休闲场馆
黑白喵沉浸式剧本杀·桌游,其他休闲场馆
黑白咖啡,咖啡厅
